ID,"Scientific Name","Common Name","Native Status",County
110,"Platanthera lacera (Michx.) G. Don","Ragged Fringed Orchid, Green Fringed Orchid",N,Fauquier
1124,"Platanthera peramoena (Gray) Gray","Purple Fringeless Orchid, Purple Spire Orchid",N,Fauquier
1120,"Platanthera psycodes (L.) Lindl.","Small Purple Fringed Orchid",N,Fauquier
663,"Platanus occidentalis L.","Sycamore, American Sycamore",N,Fauquier
946,"Pleopeltis michauxiana (Weath.) Hickey & Sprunt","Resurrection Fern, Scaly Polypody",N,Fauquier
1669,"Poa alsodes Gray","Grove Bluegrass",N,Fauquier
1670,"Poa annua L.","Annual Bluegrass",I,Fauquier
1671,"Poa autumnalis Muhl. ex Ell.","Autumn Bluegrass",N,Fauquier
1674,"Poa compressa L.","Flat-stemmed Bluegrass",I,Fauquier
1675,"Poa cuspidata Nutt.","Early Bluegrass, Short-leaved Bluegrass",N,Fauquier
1677,"Poa paludigena Fern. & Wieg.","Bog Bluegrass",N,Fauquier
1678,"Poa palustris L.","Fowl Bluegrass",N,Fauquier
1679,"Poa pratensis L.","Kentucky Bluegrass",I,Fauquier
1681,"Poa sylvestris Gray","Woodland Bluegrass",N,Fauquier
1682,"Poa trivialis L. ssp. trivialis","Rough Bluegrass",I,Fauquier
325,"Podophyllum peltatum L.",Mayapple,N,Fauquier
3198,"Podostemum ceratophyllum Michx.","Horn-leaf Riverweed, Threadfoot",N,Fauquier
142,"Polygonatum biflorum (Walt.) Ell.",Solomon's-seal,N,Fauquier
1157,"Polygonatum biflorum (Walt.) Ell. var. biflorum",Solomon's-seal,N,Fauquier
3221,"Polygonum aviculare L.","Prostrate Knotweed, Knotgrass",I,Fauquier
3223,"Polygonum erectum L.","Erect Knotweed",N,Fauquier
3241,"Polygonum tenue Michx.","Slender Knotweed",N,Fauquier
2227,"Polymnia canadensis L.","White-flowered Leafcup",N,Fauquier
948,"Polypodium virginianum L.","Common Rock Polypody, Common Rockcap Fern",N,Fauquier
949,"Polystichum acrostichoides (Michx.) Schott","Christmas Fern",N,Fauquier
185,"Pontederia cordata L. var. cordata",Pickerelweed,N,Fauquier
3247,"Populus alba L.","White Poplar, Silver Poplar",I,Fauquier
3249,"Populus deltoides Bartram ex Marshall ssp. deltoides","Eastern Cottonwood",N,Fauquier
3250,"Populus grandidentata Michx.","Bigtooth Aspen",N,Fauquier
3253,"Populus tremuloides Michx.","Quaking Aspen",N,Fauquier
3245,"Populus ×canescens (Ait.) Sm.","Gray Poplar",I,Fauquier
3246,"Populus ×jackii Sargent",,I,Fauquier
3259,"Portulaca oleracea L.","Common Purslane, Garden Purslane",I,Fauquier
179,"Potamogeton berchtoldii Fieber","Slender Pondweed",N,Fauquier
183,"Potamogeton crispus L.","Curled Pondweed, Curly Pondweed",I,Fauquier
174,"Potamogeton diversifolius Raf.","Waterthread Pondweed, Common Snailseed Pondweed",N,Fauquier
176,"Potamogeton foliosus Raf. var. foliosus","Leafy Pondweed",N,Fauquier
168,"Potamogeton nodosus L.","Longleaf Pondweed, American Pondweed",N,Fauquier
182,"Potamogeton pulcher Tuckerman","Spotted Pondweed",N,Fauquier
180,"Potamogeton pusillus L.","Small Pondweed",N,Fauquier
3262,"Potentilla argentea L.","Silvery Cinquefoil",I,Fauquier
3264,"Potentilla canadensis L.","Dwarf Cinquefoil, Canada Cinquefoil",N,Fauquier
2731,"Potentilla indica (Andr.) T. Wolf",Indian-strawberry,I,Fauquier
3266,"Potentilla norvegica L.","Rough Cinquefoil",N,Fauquier
3267,"Potentilla recta L.","Sulphur Cinquefoil, Rough-fruited Cinquefoil",I,Fauquier
3270,"Potentilla simplex Michx.","Common Cinquefoil",N,Fauquier
3278,"Prunella vulgaris L.","Self-heal, Heal-all",N,Fauquier
3280,"Prunus americana Marshall","American Wild Plum",N,Fauquier
3281,"Prunus angustifolia Marshall","Chickasaw Plum",N,Fauquier
3282,"Prunus avium (L.) L.","Sweet Cherry, Bird Cherry",I,Fauquier
3284,"Prunus domestica L. var. insititia (L.) Fiori & Paoletti","Damson Plum",I,Fauquier
3291,"Prunus persica (L.) Batsch",Peach,I,Fauquier
3293,"Prunus serotina Ehrhart ssp. serotina","Black Cherry, Wild Black Cherry",N,Fauquier
3295,"Prunus virginiana L. var. virginiana","Choke Cherry",N,Fauquier
2115,"Pseudognaphalium obtusifolium (L.) Hilliard & Burtt","Sweet Everlasting, Catfoot, Rabbit Tobacco",N,Fauquier
688,"Pteridium aquilinum (L.) Kuhn","Bracken Fern",N,Fauquier
951,"Pteridium aquilinum (L.) Kuhn ssp. latiusculum (Desv.) Hulten","Eastern Bracken Fern",N,Fauquier
3298,"Pueraria montana (Loureiro) Merritt var. lobata (Willd.) Maesen & S. Almeida",Kudzu,I,Fauquier
3301,"Pycnanthemum clinopodioides Torr. & Gray","Basil Mountain-mint",N,Fauquier
4672,"Pycnanthemum incanum (L.) Michx. var. incanum","Hoary Mountain-mint",N,Fauquier
3304,"Pycnanthemum incanum complex","Hoary Mountain-mint",N,Fauquier
3308,"Pycnanthemum muticum (Michx.) Pers.","Short-toothed Mountain-mint, Clustered Mountain-mint",N,Fauquier
3309,"Pycnanthemum pycnanthemoides (Leavenworth) Fern.","Southern Mountain-mint",N,Fauquier
3311,"Pycnanthemum tenuifolium Schrad.","Narrow-leaf Mountain-mint, Slender Mountain-mint",N,Fauquier
3312,"Pycnanthemum torreyi Benth.","Torrey's Mountain-mint",N,Fauquier
3313,"Pycnanthemum verticillatum (Michx.) Pers.","Whorled Mountain-mint",N,Fauquier
3315,"Pyrola americana Sweet","Round-leaved Pyrola, American Wintergreen",N,Fauquier
3317,"Pyrola elliptica Nutt.","Shinleaf, Wax-flower Shinleaf",N,Fauquier
628,"Pyrus calleryana Dcne.","Callery Pear",I,Fauquier
3319,"Pyrus communis L.","Common Pear",I,Fauquier
3322,"Quercus alba Linnaeus","White Oak",N,Fauquier
3323,"Quercus bicolor Willdenow","Swamp White Oak",N,Fauquier
3324,"Quercus coccinea Muenchhausen","Scarlet Oak",N,Fauquier
3325,"Quercus falcata Michaux","Southern Red Oak, Spanish Oak",N,Fauquier
3327,"Quercus ilicifolia Wangenheim","Bear Oak, Scrub Oak",N,Fauquier
3328,"Quercus imbricaria Michaux","Shingle Oak",N,Fauquier
3335,"Quercus marilandica Muenchhausen var. marilandica","Blackjack Oak",N,Fauquier
3337,"Quercus montana Willd.","Chestnut Oak, Rock Chestnut Oak",N,Fauquier
3338,"Quercus muehlenbergii Engelmann","Chinquapin Oak, Chinkapin Oak, Yellow Oak",N,Fauquier
3341,"Quercus palustris Muenchhausen","Pin Oak",N,Fauquier
3342,"Quercus phellos Linnaeus","Willow Oak",N,Fauquier
3343,"Quercus prinoides Willdenow","Dwarf Chinquapin Oak, Dwarf Chinkapin Oak",N,Fauquier
3345,"Quercus rubra L. var. borealis (F. Michaux) Farwell","Northern Red Oak",N,Fauquier
3344,"Quercus rubra Linnaeus var. rubra","Northern Red Oak",N,Fauquier
3346,"Quercus shumardii Buckley","Shumard Oak",N,Fauquier
3347,"Quercus stellata Wangenheim","Post Oak",N,Fauquier
3348,"Quercus velutina Lamarck","Black Oak",N,Fauquier
3350,"Ranunculus abortivus L.","Kidneyleaf Buttercup",N,Fauquier
3352,"Ranunculus allegheniensis Britt.","Allegheny Buttercup, Mountain Crowfoot",N,Fauquier
3354,"Ranunculus aquatilis L. var. diffusus Withering","Long-beaked Buttercup, White Water Crowfoot",N,Fauquier
3355,"Ranunculus bulbosus L.","Bulbous Buttercup",I,Fauquier
3360,"Ranunculus caricetorum Greene","Northern Swamp Buttercup, Marsh Buttercup",N,Fauquier
3361,"Ranunculus hispidus Michx.","Bristly Buttercup, Hispid Buttercup",N,Fauquier
3364,"Ranunculus micranthus Nutt.","Rock Buttercup",N,Fauquier
3366,"Ranunculus pusillus Poir.","Low Spearwort",N,Fauquier
3367,"Ranunculus recurvatus Poir. var. recurvatus","Hooked Buttercup, Hooked Crowfoot",N,Fauquier
3370,"Ranunculus sceleratus L. var. sceleratus","Cursed Buttercup, Celery-leaved Crowfoot",N,Fauquier
3362,"Ranunculus septentrionalis Poir.","Carolina Buttercup",N,Fauquier
258,"Raphanus raphanistrum  L.","Wild Radish, Jointed Charlock, White Charlock",I,Fauquier
670,"Ratibida pinnata (Vent.) Barnh.","Gray-headed Coneflower",I,Fauquier
668,"Reynoutria japonica Houttuyn var. japonica","Japanese Knotweed",I,Fauquier
751,"Rhamphospermum arvense (L.) Al-Shehbaz",Charlock,I,Fauquier
340,"Rhamphospermum nigrum (L.) Al-Shehbaz","Black Mustard, Charlock",I,Fauquier
3377,"Rhexia mariana L. var. mariana","Maryland Meadow Beauty, Pale Meadow Beauty",N,Fauquier
3380,"Rhexia ventricosa Fernald & Griscom","Swollen Meadow Beauty",N,Fauquier
650,"Rhexia virginica L.","Virginia Meadow Beauty",N,Fauquier
1905,"Rhododendron arborescens (Pursh) Torrey","Smooth Azalea, Sweet Azalea",N,Fauquier
604,"Rhododendron periclymenoides (Michx.) Shinners","Wild Azalea, Pinxterflower, Pinxterbloom Azalea",N,Fauquier
640,"Rhododendron viscosum (L.) Torr. var. viscosum","Swamp Azalea, Clammy Azalea",N,Fauquier
1984,"Rhus aromatica Aiton var. aromatica","Fragrant Sumac",N,Fauquier
1983,"Rhus copallinum L. var. latifolia Engler","Winged Sumac, Shining Sumac",N,Fauquier
1981,"Rhus glabra L.","Smooth Sumac",N,Fauquier
689,"Rhynchospora capitellata (Michaux) Vahl","Brownish Beaksedge",N,Fauquier
1410,"Rhynchospora glomerata (L.) Vahl","Clustered Beaksedge",N,Fauquier
1409,"Rhynchospora gracilenta Gray","Slender Beaksedge",N,Fauquier
1396,"Rhynchospora recognita (Gale) Kral","Round-headed Beaksedge, Cymose Beaksedge",N,Fauquier
3390,"Ribes rotundifolium Michx.","Appalachian Gooseberry",N,Fauquier
3400,"Robinia pseudoacacia L.","Black Locust",N,Fauquier
323,"Rorippa palustris  (L.) Besser ssp. palustris","Marsh Yellow Cress",N,Fauquier
753,"Rorippa sylvestris (Linnaeus) Besser","Creeping Yellow Cress",I,Fauquier
204,"Rosa blanda Aiton","Smooth Rose, Meadow Rose",,Fauquier
3404,"Rosa carolina L. ssp. carolina","Carolina Rose, Pasture Rose",N,Fauquier
3408,"Rosa multiflora Thunb. ex Murr.","Multiflora Rose",I,Fauquier
3409,"Rosa palustris Marsh.","Swamp Rose",N,Fauquier
4665,"Rosa rubiginosa L. var. rubiginosa","Eglantine Rose",I,Fauquier
3411,"Rosa setigera Michx.","Prairie Rose, Climbing Prairie Rose",N,Fauquier
3413,"Rosa virginiana Miller","Virginia Rose",N,Fauquier
3415,"Rotala ramosior (L.) Koehne",Toothcup,N,Fauquier
3429,"Rubacer odoratum (L.) Rydb.","Flowering Raspberry, Purple-flowering Raspberry",N,Fauquier
3416,"Rubus allegheniensis Porter","Allegheny Blackberry",N,Fauquier
3418,"Rubus bifrons Vest","European Blackberry, Himalayan Blackberry",I,Fauquier
3423,"Rubus flagellaris Willd.","Common Dewberry",N,Fauquier
3424,"Rubus hispidus L.","Bristly Dewberry, Swamp Dewberry",N,Fauquier
3428,"Rubus occidentalis L.","Black Raspberry",N,Fauquier
3430,"Rubus pensilvanicus Poir.","Pennsylvania Blackberry, Prickly Blackberry",N,Fauquier
3431,"Rubus phoenicolasius Maxim.",Wineberry,I,Fauquier
2235,"Rudbeckia fulgida Ait. var. fulgida","Orange Coneflower",N,Fauquier
337,"Rudbeckia hirta L. var. pulcherrima Farwell","Black-eyed Susan",N,Fauquier
2241,"Rudbeckia laciniata L.","Cut-leaf Coneflower, Common Cut-leaf Coneflower, Green-headed Coneflower",N,Fauquier
2242,"Rudbeckia laciniata L. var. bipinnata Perdue",,N,Fauquier
4742,"Rudbeckia laciniata L. var. laciniata","Common Cut-leaf Coneflower",N,Fauquier
2246,"Rudbeckia triloba L. var. triloba","Three-lobed Coneflower, Brown-eyed Susan",N,Fauquier
772,"Ruellia caroliniensis (Gmelin) Steudel","Carolina Wild-petunia, Common Wild-petunia",N,Fauquier
817,"Ruellia strepens L.","Smooth Wild-petunia, Limestone Wild-petunia",N,Fauquier
3438,"Rumex crispus L. ssp. crispus","Curly Dock",I,Fauquier
3440,"Rumex obtusifolius L.","Bitter Dock, Broad-leaf Dock",I,Fauquier
3442,"Rumex pulcher L.","Fiddle Dock",I,Fauquier
3445,"Sabatia angularis (L.) Pursh",Rose-pink,N,Fauquier
2443,"Sagina decumbens (Ell.) Torrey & A. Gray ssp. decumbens","Trailing Pearlwort",N,Fauquier
15,"Sagittaria australis (J.G.Smith) Small","Long-beaked Arrowhead",N,Fauquier
14,"Sagittaria brevirostra Mackenzie & Bush","Midwestern Arrowhead",N,Fauquier
4694,"Sagittaria latifolia Willd. var. latifolia","Broadleaf Arrowhead",N,Fauquier
4695,"Sagittaria latifolia Willd. var. pubescens (Muhl. ex Nutt.) J.G. Smith","Hairy Arrowhead",N,Fauquier
10,"Sagittaria latifolia Willdenow","Broad-leaved Arrowhead, Duck Potato, Wapato",N,Fauquier
3458,"Salix alba L.","White Willow",I,Fauquier
3459,"Salix babylonica L.","Weeping Willow",I,Fauquier
3464,"Salix eriocephala Michx.","Heart-leaved Willow",N,Fauquier
3467,"Salix humilis Marshall","Prairie Willow, Upland Willow",N,Fauquier
3469,"Salix matsudana Koidzumi","Corkscrew Willow",I,Fauquier
3470,"Salix nigra Marsh.","Black Willow",N,Fauquier
3471,"Salix occidentalis Walter","Dwarf Upland Willow, Sage Willow",N,Fauquier
3474,"Salix sericea Marsh.","Silky Willow",N,Fauquier
3466,"Salix ×fragilis L.","Crack Willow, Brittle Willow",I,Fauquier
3476,"Salvia lyrata L.","Lyre-leaf Sage",N,Fauquier
2449,"Sambucus canadensis L.","Common Elderberry",N,Fauquier
3482,"Samolus parviflorus Raf. ","Water-pimpernel, Brookweed",N,Fauquier
3483,"Sanguinaria canadensis L.",Bloodroot,N,Fauquier
1933,"Sanicula canadensis L. var. canadensis","Black Snakeroot",N,Fauquier
1931,"Sanicula marilandica L.",Sanicle,N,Fauquier
1930,"Sanicula odorata (Raf.) K.M. Pryer & L.R. Phillippe","Clustered Snakeroot",N,Fauquier
1928,"Sanicula trifoliata Bickn.","Large-fruited Sanicle",N,Fauquier
2451,"Saponaria officinalis L.","Soapwort, Bouncing Bet",I,Fauquier
3491,"Sassafras albidum (Nutt.) Nees",Sassafras,N,Fauquier
3492,"Saururus cernuus L.","Lizard's-tail, Water-dragon",N,Fauquier
837,"Sceptridium biternatum (Savigny) Lyon","Southern Grape Fern",N,Fauquier
838,"Sceptridium dissectum (Sprengel) Lyon","Cut-leaf Grape Fern, Dissected Grape Fern",N,Fauquier
843,"Sceptridium oneidense (Gilbert) Holub","Blunt-lobed Grape Fern",N,Fauquier
1694,"Schizachyrium scoparium (Michx.) Nash var. scoparium","Little Bluestem",N,Fauquier
1425,"Schoenoplectiella purshiana (Fernald) K. Lye var. purshiana","Blunt-scale Bulrush, Weak-stalk Bulrush",N,Fauquier
1428,"Schoenoplectus tabernaemontani (Gmelin) Palla","Soft-stem Bulrush",N,Fauquier
1431,"Scirpus atrovirens Willd.","Dark Green Bulrush",N,Fauquier
1432,"Scirpus cyperinus (L.) Kunth",Woolgrass,N,Fauquier
1436,"Scirpus georgianus Harper","Georgia Bulrush",N,Fauquier
1439,"Scirpus pendulus Muhlenberg","Reddish Bulrush",N,Fauquier
1440,"Scirpus polyphyllus Vahl","Leafy Bulrush",N,Fauquier
1444,"Scleria muehlenbergii Steudel","Pitted Nutrush",N,Fauquier
378,"Scleria pauciflora Muhl. ex Willd.","Carolina Nutrush, Papillose Nutrush",N,Fauquier
1446,"Scleria pauciflora Muhl. ex Willd. var. caroliniana A.W. Wood","Carolina Nutrush",N,Fauquier
1447,"Scleria pauciflora Muhl. ex Willd. var. pauciflora","Papillose Nutrush",N,Fauquier
1449,"Scleria triglomerata Michaux","Tall Nutrush",N,Fauquier
3500,"Scrophularia lanceolata Pursh","American Figwort, Lanceleaf Figwort, Early Figwort",N,Fauquier
3501,"Scrophularia marilandica L.","Eastern Figwort, Late Figwort",N,Fauquier
3502,"Scutellaria elliptica Muhl. ex Spreng.","Hairy Skullcap",N,Fauquier
3503,"Scutellaria elliptica Muhl. ex Spreng. var. elliptica","Hairy Skullcap",N,Fauquier
3507,"Scutellaria integrifolia L.","Hyssop Skullcap",N,Fauquier
3508,"Scutellaria lateriflora L.","Mad-dog Skullcap, Blue Skullcap",N,Fauquier
3515,"Scutellaria leonardii Epling","Small Skullcap, Leonard's Skullcap",N,Fauquier
3509,"Scutellaria nervosa Pursh","Veined Skullcap, Veiny Skullcap",N,Fauquier
3517,"Scutellaria saxatilis Riddell","Rock Skullcap",N,Fauquier
3518,"Scutellaria serrata Andr.","Showy Skullcap",N,Fauquier
1696,"Secale cereale L.",Rye,I,Fauquier
2655,"Securigera varia (L.) Lassen","Crown Vetch",I,Fauquier
2457,"Sedum ternatum Michx.","Wild Stonecrop, Woodland Stonecrop",N,Fauquier
954,"Selaginella apoda (L.) Spring","Meadow Spikemoss",N,Fauquier
2249,"Senecio vulgaris L.","Common Groundsel",I,Fauquier
3200,"Senega ambigua (Nutt.) J.F.B. Pastore & J.R. Abbott","Loose Milkwort",N,Fauquier
3204,"Senega incarnata (L.) J.F.B. Pastore & J.R. Abbott","Pink Milkwort, Procession Flower",N,Fauquier
3206,"Senega mariana (P. Mill.) J.F.B. Pastore & J.R. Abbott","Maryland Milkwort",N,Fauquier
3212,"Senega officinalis Spach","Seneca Snakeroot",N,Fauquier
3211,"Senega sanguinea (L.) J.F.B. Pastore & J.R. Abbott","Field Milkwort, Purple Milkwort",N,Fauquier
3213,"Senega verticillata (L.) J.F.B. Pastore & J.R. Abbott","Whorled Milkwort",N,Fauquier
2458,"Senna hebecarpa (Fernald) Irwin & Barneby","American Senna, Northern Wild Senna",N,Fauquier
3519,"Senna marilandica (L.) Link","Maryland Wild Senna, Southern Wild Senna",N,Fauquier
4754,"Sericocarpus caespitosus Nesom","Clumped White-top Aster",N,Fauquier
2251,"Sericocarpus linifolius (L.) B.S.P.","Narrow-leaf White-top Aster",N,Fauquier
1697,"Setaria faberi Herrm.","Nodding Bristlegrass, Japanese Bristlegrass",I,Fauquier
1698,"Setaria italica (L.) Beauv.","Foxtail-millet, Italian Bristlegrass",I,Fauquier
1700,"Setaria parviflora (Poir.) Kerguelen","Knotroot Bristlegrass, Knotroot Foxtail",N,Fauquier
1701,"Setaria pumila (Poir.) Roemer & Schultes ssp. pumila","Yellow Bristlegrass, Yellow Foxtail",I,Fauquier
1702,"Setaria verticillata (L.) Beauv.","Hooked Bristlegrass",I,Fauquier
1703,"Setaria viridis (L.) Beauv. var. viridis","Green Bristlegrass, Green Foxtail",I,Fauquier
2459,"Sicyos angulatus L.","Bur Cucumber, One-seeded Bur Cucumber, Star Cucumber",N,Fauquier
3530,"Sida spinosa L.","Prickly Sida, Prickly Mallow",I,Fauquier
2460,"Silene antirrhina L.","Sleepy Catchfly",N,Fauquier
2462,"Silene caroliniana Walt. var. pensylvanica (Michx.) Fernald","Wild Pink, Northern Wild Pink",N,Fauquier
2466,"Silene latifolia Poir.","White Campion, Evening Lychnis",I,Fauquier
2467,"Silene nivea (Nutt.) Muhl.  ex Otth","Snowy Campion",N,Fauquier
2471,"Silene stellata (L.) Ait.  f.","Starry Campion",N,Fauquier
2473,"Silene vulgaris (Moench) Garcke","Bladder Campion",I,Fauquier
662,"Silphium asteriscus L.","Rosin Weed",N,Fauquier
2259,"Silphium asteriscus L. var. trifoliatum (L.) Clevinger","Whorled Rosin Weed",N,Fauquier
798,"Sisymbrium officinale (Linnaeus) Scopoli","Hedge Mustard",I,Fauquier
